niveau;code;libelle
5;25.62B;Mécanique industrielle
5;25.71Z;Fabrication de coutellerie
5;25.72Z;Fabrication de serrures et de ferrures
5;25.73A;Fabrication de moules et modèles
5;25.73B;Fabrication d'autres outillages
5;25.91Z;Fabrication de fûts et emballages métalliques similaires
5;25.92Z;Fabrication d'emballages métalliques légers
5;25.93Z;Fabrication d'articles en fils métalliques, de chaînes et de ressorts
5;25.94Z;Fabrication de vis et de boulons
5;25.99A;Fabrication d'articles métalliques ménagers
5;25.99B;Fabrication d'autres articles métalliques
5;26.11Z;Fabrication de composants électroniques
5;26.12Z;Fabrication de cartes électroniques assemblées
5;26.20Z;Fabrication d'ordinateurs et d'équipements périphériques
5;26.30Z;Fabrication d'équipements de communication
5;26.40Z;Fabrication de produits électroniques grand public
5;26.51A;Fabrication d'équipements d'aide à la navigation
5;26.51B;Fabrication d'instrumentation scientifique et technique
5;26.52Z;Horlogerie
5;26.60Z;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques
5;26.70Z;Fabrication de matériels optique et photographique
5;26.80Z;Fabrication de supports magnétiques et optiques
5;27.11Z;Fabrication de moteurs, génératrices et transformateurs électriques
5;27.12Z;Fabrication de matériel de distribution et de commande électrique
5;27.20Z;Fabrication de piles et d'accumulateurs électriques
5;27.31Z;Fabrication de câbles de fibres optiques
5;27.32Z;Fabrication d'autres fils et câbles électroniques ou électriques
5;27.33Z;Fabrication de matériel d'installation électrique
5;27.40Z;Fabrication d'appareils d'éclairage électrique
5;27.51Z;Fabrication d'appareils électroménagers
5;27.52Z;Fabrication d'appareils ménagers non électriques
5;27.90Z;Fabrication d'autres matériels électriques
5;28.11Z;Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules
5;28.12Z;Fabrication d'équipements hydrauliques et pneumatiques
5;28.13Z;Fabrication d'autres pompes et compresseurs
5;28.14Z;Fabrication d'autres articles de robinetterie
5;28.15Z;Fabrication d'engrenages et d'organes mécaniques de transmission
5;28.21Z;Fabrication de fours et brûleurs
5;28.22Z;Fabrication de matériel de levage et de manutention
5;28.23Z;Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques)
5;28.24Z;Fabrication d'outillage portatif à moteur incorporé
5;28.25Z;Fabrication d'équipements aérauliques et frigorifiques industriels
5;28.29A;Fabrication d'équipements d'emballage, de conditionnement et de pesage
5;28.29B;Fabrication d'autres machines d'usage général
5;28.30Z;Fabrication de machines agricoles et forestières
5;28.41Z;Fabrication de machines-outils pour le travail des métaux
5;28.49Z;Fabrication d'autres machines-outils
5;28.91Z;Fabrication de machines pour la métallurgie
5;28.92Z;Fabrication de machines pour l'extraction ou la construction
5;28.93Z;Fabrication de machines pour l'industrie agro-alimentaire
5;28.94Z;Fabrication de machines pour les industries textiles
5;28.95Z;Fabrication de machines pour les industries du papier et du carton
5;28.96Z;Fabrication de machines pour le travail du caoutchouc ou des plastiques
5;28.99A;Fabrication de machines d'imprimerie
5;28.99B;Fabrication d'autres machines spécialisées
5;29.10Z;Construction de véhicules automobiles
5;29.20Z;Fabrication de carrosseries et remorques
5;29.31Z;Fabrication d'équipements électriques et électroniques automobiles
5;29.32Z;Fabrication d'autres équipements automobiles
5;30.11Z;Construction de navires et de structures flottantes
5;30.12Z;Construction de bateaux de plaisance
5;30.20Z;Construction de locomotives et d'autre matériel ferroviaire roulant
5;30.30Z;Construction aéronautique et spatiale
5;30.40Z;Construction de véhicules militaires de combat
5;30.91Z;Fabrication de motocycles
5;30.92Z;Fabrication de bicyclettes et de véhicules pour invalides
5;30.99Z;Fabrication d'autres équipements de transport n.c.a.
5;31.01Z;Fabrication de meubles de bureau et de magasin
5;31.02Z;Fabrication de meubles de cuisine
5;31.03Z;Fabrication de matelas
5;31.09A;Fabrication de sièges d'ameublement d'intérieur
5;31.09B;Fabrication d'autres meubles et industries connexes de l'ameublement
5;32.11Z;Frappe de monnaie
5;32.12Z;Fabrication d'articles de joaillerie et bijouterie
5;32.13Z;Fabrication d'articles de bijouterie fantaisie et articles similaires
5;32.20Z;Fabrication d'instruments de musique
5;32.30Z;Fabrication d'articles de sport
5;32.40Z;Fabrication de jeux et jouets
5;32.50A;Fabrication de matériel médico-chirurgical et dentaire
5;32.50B;Fabrication de lunettes
5;32.91Z;Fabrication d'articles de brosserie
5;32.99Z;Autres activités manufacturières n.c.a.
5;33.11Z;Réparation d'ouvrages en métaux
5;33.12Z;Réparation de machines et équipements mécaniques
5;33.13Z;Réparation de matériels électroniques et optiques
5;33.14Z;Réparation d'équipements électriques
5;33.15Z;Réparation et maintenance navale
5;33.16Z;Réparation et maintenance d'aéronefs et d'engins spatiaux
5;33.17Z;Réparation et maintenance d'autres équipements de transport
5;33.19Z;Réparation d'autres équipements
5;33.20A;Installation de structures métalliques, chaudronnées et de tuyauterie
5;33.20B;Installation de machines et équipements mécaniques
5;33.20C;Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels
5;33.20D;Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels
5;35.11Z;Production d'électricité
5;35.12Z;Transport d'électricité
5;35.13Z;Distribution d'électricité
5;35.14Z;Commerce d'électricité
5;35.21Z;Production de combustibles gazeux
5;35.22Z;Distribution de combustibles gazeux par conduites
5;35.23Z;Commerce de combustibles gazeux par conduites
5;35.30Z;Production et distribution de vapeur et d'air conditionné
5;36.00Z;Captage, traitement et distribution d'eau
5;37.00Z;Collecte et traitement des eaux usées
5;38.11Z;Collecte des déchets non dangereux
5;38.12Z;Collecte des déchets dangereux
5;38.21Z;Traitement et élimination des déchets non dangereux
5;38.22Z;Traitement et élimination des déchets dangereux
5;38.31Z;Démantèlement d'épaves
5;38.32Z;Récupération de déchets triés
5;39.00Z;Dépollution et autres services de gestion des déchets
5;41.10A;Promotion immobilière de logements
5;41.10B;Promotion immobilière de bureaux
5;41.10C;Promotion immobilière d'autres bâtiments
5;41.10D;Supports juridiques de programmes
5;41.20A;Construction de maisons individuelles
5;41.20B;Construction d'autres bâtiments
5;42.11Z;Construction de routes et autoroutes
5;42.12Z;Construction de voies ferrées de surface et souterraines
5;42.13A;Construction d'ouvrages d'art
5;42.13B;Construction et entretien de tunnels
5;42.21Z;Construction de réseaux pour fluides
5;42.22Z;Construction de réseaux électriques et de télécommunications
5;42.91Z;Construction d'ouvrages maritimes et fluviaux
5;42.99Z;Construction d'autres ouvrages de génie civil n.c.a.
5;43.11Z;Travaux de démolition
5;43.12A;Travaux de terrassement courants et travaux préparatoires
5;43.12B;Travaux de terrassement spécialisés ou de grande masse
5;43.13Z;Forages et sondages
5;43.21A;Travaux d'installation électrique dans tous locaux
5;43.21B;Travaux d'installation électrique sur la voie publique
5;43.22A;Travaux d'installation d'eau et de gaz en tous locaux
5;43.22B;Travaux d'installation d'équipements thermiques et de climatisation
5;43.29A;Travaux d'isolation
5;43.29B;Autres travaux d'installation n.c.a.
5;43.31Z;Travaux de plâtrerie
5;43.32A;Travaux de menuiserie bois et PVC
5;43.32B;Travaux de menuiserie métallique et serrurerie
5;43.32C;Agencement de lieux de vente
5;43.33Z;Travaux de revêtement des sols et des murs
5;43.34Z;Travaux de peinture et vitrerie
5;43.39Z;Autres travaux de finition
5;43.91A;Travaux de charpente
5;43.91B;Travaux de couverture par éléments
5;43.99A;Travaux d'étanchéification
5;43.99B;Travaux de montage de structures métalliques
5;43.99C;Travaux de maçonnerie générale et gros œuvre de bâtiment
5;43.99D;Autres travaux spécialisés de construction
5;43.99E;Location avec opérateur de matériel de construction
5;45.11Z;Commerce de voitures et de véhicules automobiles légers
5;45.19Z;Commerce d'autres véhicules automobiles
5;45.20A;Entretien et réparation de véhicules automobiles légers
5;45.20B;Entretien et réparation d'autres véhicules automobiles
5;45.31Z;Commerce de gros d'équipements automobiles
5;45.32Z;Commerce de détail d'équipements automobiles
5;45.40Z;Commerce et réparation de motocycles
5;46.11Z;Intermédiaires du commerce en matières premières agricoles, animaux vivants, matières premières textiles et produits semi-finis
5;46.12A;Centrales d'achat de carburant
5;46.12B;Autres intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques
5;46.13Z;Intermédiaires du commerce en bois et matériaux de construction
5;46.14Z;Intermédiaires du commerce en machines, équipements industriels, navires et avions
5;46.15Z;Intermédiaires du commerce en meubles, articles de ménage et quincaillerie
5;46.16Z;Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir
5;46.17A;Centrales d'achat alimentaires
5;46.17B;Autres intermédiaires du commerce en denrées, boissons et tabac
5;46.18Z;Intermédiaires spécialisés dans le commerce d'autres produits spécifiques
5;46.19A;Centrales d'achat non alimentaires
5;46.19B;Autres intermédiaires du commerce en produits divers
5;46.21Z;Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail
5;46.22Z;Commerce de gros (commerce interentreprises) de fleurs et plantes
5;46.23Z;Commerce de gros (commerce interentreprises) d'animaux vivants
5;46.24Z;Commerce de gros (commerce interentreprises) de cuirs et peaux
5;46.31Z;Commerce de gros (commerce interentreprises) de fruits et légumes
5;46.32A;Commerce de gros (commerce interentreprises) de viandes de boucherie
5;46.32B;Commerce de gros (commerce interentreprises) de produits à base de viande
5;46.32C;Commerce de gros (commerce interentreprises) de volailles et gibier
5;46.33Z;Commerce de gros (commerce interentreprises) de produits laitiers, œufs, huiles et matières grasses comestibles
5;46.34Z;Commerce de gros (commerce interentreprises) de boissons
5;46.35Z;Commerce de gros (commerce interentreprises) de produits à base de tabac
5;46.36Z;Commerce de gros (commerce interentreprises) de sucre, chocolat et confiserie
5;46.37Z;Commerce de gros (commerce interentreprises) de café, thé, cacao et épices
5;46.38A;Commerce de gros (commerce interentreprises) de poissons, crustacés et mollusques
5;46.38B;Commerce de gros (commerce interentreprises) alimentaire spécialisé divers
5;46.39A;Commerce de gros (commerce interentreprises) de produits surgelés
5;46.39B;Commerce de gros (commerce interentreprises) alimentaire non spécialisé
5;46.41Z;Commerce de gros (commerce interentreprises) de textiles
5;46.42Z;Commerce de gros (commerce interentreprises) d'habillement et de chaussures
5;46.43Z;Commerce de gros (commerce interentreprises) d'appareils électroménagers
5;46.44Z;Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien
5;46.45Z;Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté
5;46.46Z;Commerce de gros (commerce interentreprises) de produits pharmaceutiques
5;46.47Z;Commerce de gros (commerce interentreprises) de meubles, de tapis et d'appareils d'éclairage
5;46.48Z;Commerce de gros (commerce interentreprises) d'articles d'horlogerie et de bijouterie
5;46.49Z;Commerce de gros (commerce interentreprises) d'autres biens domestiques
5;46.51Z;Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels
5;46.52Z;Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication
5;46.61Z;Commerce de gros (commerce interentreprises) de matériel agricole
5;46.62Z;Commerce de gros (commerce interentreprises) de machines-outils
5;46.63Z;Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil
5;46.64Z;Commerce de gros (commerce interentreprises) de machines pour l'industrie textile et l'habillement
5;46.65Z;Commerce de gros (commerce interentreprises) de mobilier de bureau
5;46.66Z;Commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau
5;46.69A;Commerce de gros (commerce interentreprises) de matériel électrique
5;46.69B;Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers
5;46.69C;Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services
5;46.71Z;Commerce de gros (commerce interentreprises) de combustibles et de produits annexes
5;46.72Z;Commerce de gros (commerce interentreprises) de minerais et métaux
5;46.73A;Commerce de gros (commerce interentreprises) de bois et de matériaux de construction
5;46.73B;Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de décoration
5;46.74A;Commerce de gros (commerce interentreprises) de quincaillerie
5;46.74B;Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage
5;46.75Z;Commerce de gros (commerce interentreprises) de produits chimiques
5;46.76Z;Commerce de gros (commerce interentreprises) d'autres produits intermédiaires
5;46.77Z;Commerce de gros (commerce interentreprises) de déchets et débris
5;46.90Z;Commerce de gros (commerce interentreprises) non spécialisé
5;47.11A;Commerce de détail de produits surgelés
5;47.11B;Commerce d'alimentation générale
5;47.11C;Supérettes
5;47.11D;Supermarchés
5;47.11E;Magasins multi-commerces
5;47.11F;Hypermarchés
5;47.19A;Grands magasins
5;47.19B;Autres commerces de détail en magasin non spécialisé
5;47.21Z;Commerce de détail de fruits et légumes en magasin spécialisé
5;47.22Z;Commerce de détail de viandes et de produits à base de viande en magasin spécialisé
5;47.23Z;Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé
5;47.24Z;Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé
5;47.25Z;Commerce de détail de boissons en magasin spécialisé
5;47.26Z;Commerce de détail de produits à base de tabac en magasin spécialisé
5;47.29Z;Autres commerces de détail alimentaires en magasin spécialisé
5;47.30Z;Commerce de détail de carburants en magasin spécialisé
5;47.41Z;Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé
5;47.42Z;Commerce de détail de matériels de télécommunication en magasin spécialisé
5;47.43Z;Commerce de détail de matériels audio et vidéo en magasin spécialisé
5;47.51Z;Commerce de détail de textiles en magasin spécialisé
5;47.52A;Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m²)
5;47.52B;Commerce de détail de quincaillerie, peintures et verres en grandes surfaces (400 m² et plus)
5;47.53Z;Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé
5;47.54Z;Commerce de détail d'appareils électroménagers en magasin spécialisé
5;47.59A;Commerce de détail de meubles
5;47.59B;Commerce de détail d'autres équipements du foyer
5;47.61Z;Commerce de détail de livres en magasin spécialisé
5;47.62Z;Commerce de détail de journaux et papeterie en magasin spécialisé
5;47.63Z;Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé
5;47.64Z;Commerce de détail d'articles de sport en magasin spécialisé
5;47.65Z;Commerce de détail de jeux et jouets en magasin spécialisé
5;47.71Z;Commerce de détail d'habillement en magasin spécialisé
5;47.72A;Commerce de détail de la chaussure
5;47.72B;Commerce de détail de maroquinerie et d'articles de voyage
5;47.73Z;Commerce de détail de produits pharmaceutiques en magasin spécialisé
5;47.74Z;Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé
5;47.75Z;Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé
5;47.76Z;Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé
5;47.77Z;Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé
5;47.78A;Commerces de détail d'optique
5;47.78B;Commerces de détail de charbons et combustibles
5;47.78C;Autres commerces de détail spécialisés divers
5;47.79Z;Commerce de détail de biens d'occasion en magasin
5;47.81Z;Commerce de détail alimentaire sur éventaires et marchés
5;47.82Z;Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés
5;47.89Z;Autres commerces de détail sur éventaires et marchés
5;47.91A;Vente à distance sur catalogue général
5;47.91B;Vente à distance sur catalogue spécialisé
5;47.99A;Vente à domicile
5;47.99B;Vente par automates et autres commerces de détail hors magasin, éventaires ou marchés n.c.a.
5;49.10Z;Transport ferroviaire interurbain de voyageurs
5;49.20Z;Transports ferroviaires de fret
5;49.31Z;Transports urbains et suburbains de voyageurs
5;49.32Z;Transports de voyageurs par taxis
5;49.39A;Transports routiers réguliers de voyageurs
5;49.39B;Autres transports routiers de voyageurs
5;49.39C;Téléphériques et remontées mécaniques
5;49.41A;Transports routiers de fret interurbains
5;49.41B;Transports routiers de fret de proximité
5;49.41C;Location de camions avec chauffeur
5;49.42Z;Services de déménagement
5;49.50Z;Transports par conduites
5;50.10Z;Transports maritimes et côtiers de passagers
5;50.20Z;Transports maritimes et côtiers de fret
5;50.30Z;Transports fluviaux de passagers
5;50.40Z;Transports fluviaux de fret
5;51.10Z;Transports aériens de passagers
5;51.21Z;Transports aériens de fret
5;51.22Z;Transports spatiaux
5;52.10A;Entreposage et stockage frigorifique
5;52.10B;Entreposage et stockage non frigorifique
5;52.21Z;Services auxiliaires des transports terrestres
5;52.22Z;Services auxiliaires des transports par eau
5;52.23Z;Services auxiliaires des transports aériens
5;52.24A;Manutention portuaire
5;52.24B;Manutention non portuaire
5;52.29A;Messagerie, fret express
5;52.29B;Affrètement et organisation des transports
5;53.10Z;Activités de poste dans le cadre d'une obligation de service universel
5;53.20Z;Autres activités de poste et de courrier
5;55.10Z;Hôtels et hébergement similaire
5;55.20Z;Hébergement touristique et autre hébergement de courte durée
5;55.30Z;Terrains de camping et parcs pour caravanes ou véhicules de loisirs
5;55.90Z;Autres hébergements
5;56.10A;Restauration traditionnelle
5;56.10B;Cafétérias et autres libres-services
5;56.10C;Restauration de type rapide
5;56.21Z;Services des traiteurs
5;56.29A;Restauration collective sous contrat
5;56.29B;Autres services de restauration n.c.a.
5;56.30Z;Débits de boissons
5;58.11Z;Édition de livres
5;58.12Z;Édition de répertoires et de fichiers d'adresses
5;58.13Z;Édition de journaux
5;58.14Z;Édition de revues et périodiques
5;58.19Z;Autres activités d'édition
5;58.21Z;Édition de jeux électroniques
5;58.29A;Édition de logiciels système et de réseau
5;58.29B;Édition de logiciels outils de développement et de langages
5;58.29C;Édition de logiciels applicatifs
5;59.11A;Production de films et de programmes pour la télévision
5;59.11B;Production de films institutionnels et publicitaires
5;59.11C;Production de films pour le cinéma
5;59.12Z;Post-production de films cinématographiques, de vidéo et de programmes de télévision
5;59.13A;Distribution de films cinématographiques
5;59.13B;Édition et distribution vidéo
5;59.14Z;Projection de films cinématographiques
5;59.20Z;Enregistrement sonore et édition musicale
5;60.10Z;Édition et diffusion de programmes radio
5;60.20A;Édition de chaînes généralistes
5;60.20B;Édition de chaînes thématiques
5;61.10Z;Télécommunications filaires
5;61.20Z;Télécommunications sans fil
5;61.30Z;Télécommunications par satellite
5;61.90Z;Autres activités de télécommunication
5;62.01Z;Programmation informatique
5;62.02A;Conseil en systèmes et logiciels informatiques
5;62.02B;Tierce maintenance de systèmes et d'applications informatiques
5;62.03Z;Gestion d'installations informatiques
5;62.09Z;Autres activités informatiques
5;63.11Z;Traitement de données, hébergement et activités connexes
5;63.12Z;Portails Internet
5;63.91Z;Activités des agences de presse
5;63.99Z;Autres services d'information n.c.a.
5;64.11Z;Activités de banque centrale
5;64.19Z;Autres intermédiations monétaires
5;64.20Z;Activités des sociétés holding
5;64.30Z;Fonds de placement et entités financières similaires
5;64.91Z;Crédit-bail
5;64.92Z;Autre distribution de crédit
5;64.99Z;Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.
5;65.11Z;Assurance vie
5;65.12Z;Autres assurances
5;65.20Z;Réassurance
5;65.30Z;Caisses de retraite
5;66.11Z;Administration de marchés financiers
5;66.12Z;Courtage de valeurs mobilières et de marchandises
5;66.19A;Supports juridiques de gestion de patrimoine mobilier
5;66.19B;Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.
5;66.21Z;Évaluation des risques et dommages
5;66.22Z;Activités des agents et courtiers d'assurances
5;66.29Z;Autres activités auxiliaires d'assurance et de caisses de retraite
5;66.30Z;Gestion de fonds
5;68.10Z;Activités des marchands de biens immobiliers
5;68.20A;Location de logements
5;68.20B;Location de terrains et d'autres biens immobiliers
5;68.31Z;Agences immobilières
5;68.32A;Administration d'immeubles et autres biens immobiliers
5;68.32B;Supports juridiques de gestion de patrimoine immobilier
5;69.10Z;Activités juridiques
5;69.20Z;Activités comptables
5;70.10Z;Activités des sièges sociaux
5;70.21Z;Conseil en relations publiques et communication
5;70.22Z;Conseil pour les affaires et autres conseils de gestion
5;71.11Z;Activités d'architecture
5;71.12A;Activité des géomètres
5;71.12B;Ingénierie, études techniques
5;71.20A;Contrôle technique automobile
5;71.20B;Analyses, essais et inspections techniques
5;72.11Z;Recherche-développement en biotechnologie
5;72.19Z;Recherche-développement en autres sciences physiques et naturelles
5;72.20Z;Recherche-développement en sciences humaines et sociales
5;73.11Z;Activités des agences de publicité
5;73.12Z;Régie publicitaire de médias
5;73.20Z;Études de marché et sondages
5;74.10Z;Activités spécialisées de design
5;74.20Z;Activités photographiques
5;74.30Z;Traduction et interprétation
5;74.90A;Activité des économistes de la construction
5;74.90B;Activités spécialisées, scientifiques et techniques diverses
5;75.00Z;Activités vétérinaires
5;77.11A;Location de courte durée de voitures et de véhicules automobiles légers
5;77.11B;Location de longue durée de voitures et de véhicules automobiles légers
5;77.12Z;Location et location-bail de camions
5;77.21Z;Location et location-bail d'articles de loisirs et de sport
5;77.22Z;Location de vidéocassettes et disques vidéo
5;77.29Z;Location et location-bail d'autres biens personnels et domestiques
5;77.31Z;Location et location-bail de machines et équipements agricoles
5;77.32Z;Location et location-bail de machines et équipements pour la construction
5;77.33Z;Location et location-bail de machines de bureau et de matériel informatique
5;77.34Z;Location et location-bail de matériels de transport par eau
5;77.35Z;Location et location-bail de matériels de transport aérien
5;77.39Z;Location et location-bail d'autres machines, équipements et biens matériels n.c.a.
5;77.40Z;Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright
5;78.10Z;Activités des agences de placement de main-d'œuvre
5;78.20Z;Activités des agences de travail temporaire
5;78.30Z;Autre mise à disposition de ressources humaines
5;79.11Z;Activités des agences de voyage
5;79.12Z;Activités des voyagistes
5;79.90Z;Autres services de réservation et activités connexes
5;80.10Z;Activités de sécurité privée
5;80.20Z;Activités liées aux systèmes de sécurité
5;80.30Z;Activités d'enquête
5;81.10Z;Activités combinées de soutien lié aux bâtiments
5;81.21Z;Nettoyage courant des bâtiments
5;81.22Z;Autres activités de nettoyage des bâtiments et nettoyage industriel
5;81.29A;Désinfection, désinsectisation, dératisation
5;81.29B;Autres activités de nettoyage n.c.a.
5;81.30Z;Services d'aménagement paysager
5;82.11Z;Services administratifs combinés de bureau
5;82.19Z;Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau
5;82.20Z;Activités de centres d'appels
5;82.30Z;Organisation de foires, salons professionnels et congrès
5;82.91Z;Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle
5;82.92Z;Activités de conditionnement
5;82.99Z;Autres activités de soutien aux entreprises n.c.a.
5;84.11Z;Administration publique générale
5;84.12Z;Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale
5;84.13Z;Administration publique (tutelle) des activités économiques
5;84.21Z;Affaires étrangères
5;84.22Z;Défense
5;84.23Z;Justice
5;84.24Z;Activités d'ordre public et de sécurité
5;84.25Z;Services du feu et de secours
5;84.30A;Activités générales de sécurité sociale
5;84.30B;Gestion des retraites complémentaires
5;84.30C;Distribution sociale de revenus
5;85.10Z;Enseignement pré-primaire
5;85.20Z;Enseignement primaire
5;85.31Z;Enseignement secondaire général
5;85.32Z;Enseignement secondaire technique ou professionnel
5;85.41Z;Enseignement post-secondaire non supérieur
5;85.42Z;Enseignement supérieur
5;85.51Z;Enseignement de disciplines sportives et d'activités de loisirs
5;85.52Z;Enseignement culturel
5;85.53Z;Enseignement de la conduite
5;85.59A;Formation continue d'adultes
5;85.59B;Autres enseignements
5;85.60Z;Activités de soutien à l'enseignement
5;86.10Z;Activités hospitalières
5;86.21Z;Activité des médecins généralistes
5;86.22A;Activités de radiodiagnostic et de radiothérapie
5;86.22B;Activités chirurgicales
5;86.22C;Autres activités des médecins spécialistes
5;86.23Z;Pratique dentaire
5;86.90A;Ambulances
5;86.90B;Laboratoires d'analyses médicales
5;86.90C;Centres de collecte et banques d'organes
5;86.90D;Activités des infirmiers et des sages-femmes
5;86.90E;Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues
5;86.90F;Activités de santé humaine non classées ailleurs
5;87.10A;Hébergement médicalisé pour personnes âgées
5;87.10B;Hébergement médicalisé pour enfants handicapés
5;87.10C;Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé
5;87.20A;Hébergement social pour handicapés mentaux et malades mentaux
5;87.20B;Hébergement social pour toxicomanes
5;87.30A;Hébergement social pour personnes âgées
5;87.30B;Hébergement social pour handicapés physiques
5;87.90A;Hébergement social pour enfants en difficultés
5;87.90B;Hébergement social pour adultes et familles en difficultés et autre hébergement social
5;88.10A;Aide à domicile
5;88.10B;Accueil ou accompagnement sans hébergement d'adultes handicapés ou de personnes âgées
5;88.10C;Aide par le travail
5;88.91A;Accueil de jeunes enfants
5;88.91B;Accueil ou accompagnement sans hébergement d'enfants handicapés
5;88.99A;Autre accueil ou accompagnement sans hébergement d'enfants et d'adolescents
5;88.99B;Action sociale sans hébergement n.c.a.
5;90.01Z;Arts du spectacle vivant
5;90.02Z;Activités de soutien au spectacle vivant
5;90.03A;Création artistique relevant des arts plastiques
5;90.03B;Autre création artistique
5;90.04Z;Gestion de salles de spectacles
5;91.01Z;Gestion des bibliothèques et des archives
5;91.02Z;Gestion des musées
5;91.03Z;Gestion des sites et monuments historiques et des attractions touristiques similaires
5;91.04Z;Gestion des jardins botaniques et zoologiques et des réserves naturelles
5;92.00Z;Organisation de jeux de hasard et d'argent
5;93.11Z;Gestion d'installations sportives
5;93.12Z;Activités de clubs de sports
5;93.13Z;Activités des centres de culture physique
5;93.19Z;Autres activités liées au sport
5;93.21Z;Activités des parcs d'attractions et parcs à thèmes
5;93.29Z;Autres activités récréatives et de loisirs
5;94.11Z;Activités des organisations patronales et consulaires
5;94.12Z;Activités des organisations professionnelles
5;94.20Z;Activités des syndicats de salariés
5;94.91Z;Activités des organisations religieuses
5;94.92Z;Activités des organisations politiques
5;94.99Z;Autres organisations fonctionnant par adhésion volontaire
5;95.11Z;Réparation d'ordinateurs et d'équipements périphériques
5;95.12Z;Réparation d'équipements de communication
5;95.21Z;Réparation de produits électroniques grand public
5;95.22Z;Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin
5;95.23Z;Réparation de chaussures et d'articles en cuir
5;95.24Z;Réparation de meubles et d'équipements du foyer
5;95.25Z;Réparation d'articles d'horlogerie et de bijouterie
5;95.29Z;Réparation d'autres biens personnels et domestiques
5;96.01A;Blanchisserie-teinturerie de gros
5;96.01B;Blanchisserie-teinturerie de détail
5;96.02A;Coiffure
5;96.02B;Soins de beauté
5;96.03Z;Services funéraires
5;96.04Z;Entretien corporel
5;96.09Z;Autres services personnels n.c.a.
5;97.00Z;Activités des ménages en tant qu'employeurs de personnel domestique
5;98.10Z;Activités indifférenciées des ménages en tant que producteurs de biens pour usage propre
5;98.20Z;Activités indifférenciées des ménages en tant que producteurs de services pour usage propre
5;99.00Z;Activités des organisations et organismes extraterritoriaux
